
!Sample_title	"030064-BC-Brain-Met"	"BC00014-Repeat1"	"BC00057-post-chemo"	"BC00064-RECUR"	"PB362"	"UB67-Repeat1"	"BC00085"	"020577-BC-Brain-Met(=73)"	"Normal-Breast-8"	"BC00078T"	"BC00082T"	"PB432-repeat1"	"030311-BC-Brain-Met"	"982085-BC-Brain-Met"	"BC00030-MET-post chemo"	"BC00048"	"BC00083"	"BC00094T"	"BR94-187"
"ID_REF"	"GSM34435"	"GSM34436"	"GSM34444"	"GSM34469"	"GSM34501"	"GSM34503"	"GSM34509"	"GSM34520"	"GSM34524"	"GSM34551"	"GSM34552"	"GSM52882"	"GSM80214"	"GSM80215"	"GSM80225"	"GSM80228"	"GSM80234"	"GSM80236"	"GSM80239"
12582	.278	-.243	.401	-.092	.194	.193	.021	-.287	.263	.175	.395	-.022	.427	-.284	-.225	.496	.375	.183	.023
12583	-.042	-.105	-.487	-.932	-.266	.251	-.877	-.231	-.733	-.537	-.005	.444	-.837	-.156	-.948	-1.813	-.024	.402	-.817
12584	.202	.574	.322	.175	-.059	.837	-.107	.107	2.274	-.165	.176	.172	0	.053	.043	.178	.343	.329	.371
12585	-.417	-.472	-.863	-.982	-.55	.052	-1.574	-.901	-.813	-.989	-.621	-.448	-1.05	-1.184	-.666	-1.319	.468	.093	-.347
12586	1.478	1.742	.184	-.4	1.366	.456	.19	1.156	1.407	.757	-.09	1.052	1.434	1.534	1.401	.802	-1.115	1.619	-.159
12587	-.491	-.583	1.111	-.029	-1.168	1.745	-1.799	-.421	-1.224	-.282	1.171	.175	-.285	-1.57	-.147	1.247	.32	-.26	-1.684
12588	-1.112	-1.704	-.173	-.779	-.228	-.544	-.239	-1.353	-2.088	-.886	-1.025	-.124	-.93	-.496	-1.765	-1.244	-.978	-.38	.309
12589	.759	.253	.153	.285	.489	.5	.365	.82	1.78	.321	.241	-.304	1.206	.697	.134	.46	.708	.297	.246
12590		1.382	-.411	.598	0	0	-.352	-.846	0	0	-.787	-.145	0		.934	-.22	0	0	0
12591	-1.349	-.234	-.347	-.058	.39	.061	-.581	-.167	-.32	-.4	-.047	-.085	-2.405	-1.058	.366	.31	-.3	.398	.108
12592	-.376	-2.186	-.904	-.854	-1.011	-1.516	-1.349	-1.673	-2.699	-.506	-.704	-.361	-2.435	-.698	-1.915	-1.591	-1.409	-.194	-1.164
12593	-1.301	-.887	-.074	-.035	-.681	.276	-.713	-2.241	-.353	-.024	-.208	-1.477	.239	.811	.57	-.072	-2.466	.344	.306
12594	-.858	-1.093	-.413	.009	-.718	-.176	-.617	-2.304	-1.385	.295	-.476	-.192	-2.36	.234	-.276	-1.675	.518	-.817	-1.314
12595	.004	0	.479	-1.865	0	0	.905	.614	0	1.321	-2.286	0	0	-1.51	0	0	0	0	0
12596	.128	-.613	-.798	-.372	-1.438	-.66	-.747	-.127	-1.265	-.552	.111	-.47	-.618	.116	-.439	-.553	-.461	.002	-.144
12597		.015	-.632	-.394	0	-2.175	0	-2.414	0	0	0	0	-.374		.245	1.195	0	-2.02	0
12598		-.618	.694	1.482	1.534	0	0	-.846	0	0	0	.953	-1.617	1.742	0	0	0	0	-2.633
12599	-.344	.065	.082	.342	.046	-.231	.19	.061	-.516	-.715	-.199	.105	-.323	-.806	-.232	-.21	.118	-.161	.1
12600	1.347	.625	.68	.626	.369	.838	-.002	.912	.641	.381	.65	.56	.058	.853	1.24	.783	.553	-.147	.989
12601	2.017	0	-.632	2.647	-.133	0	-1.088	.587	0	0		0	-.262	.49	.245	0	0	-.14	1.749
12602	-.01	-.168	.198	.331	.032	.007	.083	.136	-.091	-.119	-.158	.042	-.256	.183	.467	-.244	.068	.054	.254
12603	-.709	.572	.222	.211	.214	.329	-.536	-.607	.401	.143	.439	-.518	.123	-.534	-.153	-.358	.878	-.177	-.527
12604	.097	.103	.235	.069	.137	.007	.176	1.859	.356	.088	.234	.004	.148	.1	.133	-.35	.308	.092	.057
12605	.677	.636	.619	3.111	.639	1.308	-.19	.726	.785	.558	1.385	.141	.718	.932	.309	1.174	1.185	.493	.702
12606	-.61	.399	-.301	-.046	-1.463	-.139	.07	-.142	-.899	-.971	-.425	-.306	-.486	-.692	-.562	-.94	-.625	-.247	1.051
12607		.899	0	0	1.3	-2.62	1.999	-1.714	0	-.159	-3.053	0	-.374	1.742	0	.941	0	1.166	0
12608		0	0	2.647	-2.059	0	-2.343	-1.077	0	0	-1.519	.953	0		-.579	0	.944	0	-2.633
12609	.407	.709	.431	.467	.179	.743	.543	.044	-.285	.33	.23	.204	.328	.694	.444	.923	1.013	.437	-.135
12610	.291	.781	.256	-.152	.231	-.236	-.057	.133	.154	.667	.538	.068	.507	.297	.044	.43	.293	-.284	.305
12611	.855	.36	.357	1.085	.508	.582	.496	.376	.728	.438	.775	.361	.49	.635	.264	.275	.568	.459	.19
12612	-.973	-.659	.296	.442	-.331	.566	.342	.849	-.885	-.671	.166	.871	-.572	-1.128	-.429	-.902	-.382	-.098	.062
12613		0	0	-1.863	.343	1.064	.17	.125	0	0	-.214	0	.869	-.768	-.579	0	.944	0	0
12614	.099	.71	.564	1.414	1.081	2.005	1.006	-.739	-.87	.662	.548	1.014	.195	-1.587	.42	1.086	.671	1.312	.087
12615	.429	.015	-.25	.546	.5	.123	1.721	-.702	-.735	.482	.449	-.637	-1.245	-.181	-1.489	-1.043	-.314	1.21	
12616	-.36	.032	.273	-.153	1.145	-.117	.506	-.248	1.563	.5	-.043	-.306	.524	-.174	-.035	.561	.321	-.123	
12617	1.092	.528	-.103	-.038	.764	.444	.721	1.026	.886	.397	.25	.185	1.281	2.222	.403	1.042	.019	.181	
12618	3.132	1.98	.55	.919	.826	1.05	2.34	2.575	1.905	1.856	1.385	.549	2.679	1.859	1.844	.684	.73	1.507	
12619	-.028	-.485	-.085	-.281	-.34	-.453	-.396	-.017	-.121	-.607	-.535	-.42	-.524	-.072	-.022	.152	-.497	-.225	.126
12620	-.023	-.542	.214	-.72	-.189	-.288	-.134	-.97	-2.103	-.34	-.493	-.559	-1.123	-.173	-.031	-.823	-.316	.364	-.588
12621	3.834	4.438	2.391	2.452	4.156	4.198	3.515	3.324	5.855	3.305	2.173	1.684	5.247	3.261	3.631	4.384	4.647	3.303	1.37
12622		1.382	1.945	0	0	1.499	1.184	1.227	0	0	.947	.953	.889	.49	0	-2.011	0	0	-.808
12623	-.075	-.448	.487	.869	-1.008	.709	.044	-.079	-1.374	-.427	1.463	.203	-.598	-.774	.26	-.358	.102	-.685	.619
12624		.899	0	.263	1.037	1.064	-.352		0	0	0	0	1.59	.49	0	-.205	0	0	0
12625	.202	.15	-.132	.406	-.33	-.271	-.458	.405	-.387	-.348	-.171	.139	-.426	.139		-.119	-.388	.189	-.226
12626	.385	-.312	-.517	-.432	-.335	-.803	-.12	.662	-.629	-.587	-.006	-.182	.456	.631	-.483	.547	-.675	-.037	.169
12627	-1.172	-1.634	.044	-1.963	-1.001	-.734	-1.424	-.553	-1.08	-2.025	-1.714	-1.895	-1.301	-2.367	-1.113	.282	-1.311	-2.381	-.572
12628	-1.403	2.211	-.194	-.707	-.137	-.914	.119	-.612	-.091	-1.322	-2.287	.326	-.702	-1.544	.713	-.672	-.214	-1.478	-.198
12629	.296	.666	2.617	.153	.373	.834	-.316	.739		.628	.364	.194	.152	.516	.379	-.281	.128	.621	-1.072
12630	.752	0	0	.68	1.534	0	.17			.059	-2.075	0	-1.617		0	0	0	0	.696
12631	.058	.351	-.222	-.21	-.026	.086	.132	.93		-.268	.167	.106	.277	.048	0	1.259	.108	-.329	.344
12632	-.261	-.282	.208	-.043	-.314	.756	-.154	.314	.115	-.376	.262	.518	.932	.065	-.416	-.33	1.487	1.283	-.163
12633	-1.902	.769	.512	.11	.314	-.186	1.414	-1.539	1.467	.239	.435	.12	1.075	-.849	.643	1.081	1.129	.113	-.384
12634	.01	.441	.212	.472	.473	.441	.546	-.016	.473	-.209	.096	-.024	.784	.619	.797	-.403	-.106	-.048	1.413
12635	-.327	-.126	-.077	-.462	-.719	-.811	-.214	.402	-2.469	-1.356	-.47	1.047	.815	-.959	-.161	-.844	-.862	-1.056	-1.303
12636	-.592	1.196	.105	-.309	1.793	-.108	.068	-.943	-.249	-.326	.157	-.986	-.499	.058	.008	.393	.559	-.938	-.402
12637	-.938	.524	1.227	1.3	.289	1.139	-1.203	-1.343	-1.107	-.345	.078	.326	-2.061	-.59	1.104	.383	-1.615	-.403	-2.833
12638	.918	.5	.436	.155	.126	.229	.631	.22	.015	-.177	-.2	.283	-.008	.361	.814	.758	.833	-.137	-.034
12639	2.023	.931	1.036	1.905	.759	1.63	.513	2.285	-.532	.342	.724	1.431	2.169	2.023	1.232	1.443	1.942	.913	.898
12640		0	0	0	-.853	-1.415	0	-.203	0	0	0	-.864	0	-3.857	0	1.418	0	0	.675
12641	.406	.107	.491	2.364	-.284	1.429	.512	.254	.258	.94	.921	-.161	.491	-.131	.06	-.182	-.054	-.3	.586
12642		.216	.479	1.666	1.848	0	0	-.041	0	0	0	.047	0	.49	0	0	0	-1.21	0
12643	-.722	-.938	-.898	-.709	-1.072	-1.154	-1.599	1.583	-1.882	-1.235	-1.076	-.383	-.548	-1.52	.04	-.912	-.613	-.504	-.214
12644	.027	-.69	-.4	-.063	-1.267	-.073	-.458	.832	-2.386	-1.123	-.375	.113	.001	-1.502	.11	-1.243	-1.335	.142	-.723
12645	2.795	3.042	2.233	2.974	1.862	1.592	2.831	2.695	2.175	.774	-.839	.743	2.04	-.555	2.564	.717	-.615	-.283	-.156
12646	.392	.377	.051	.722	.262	-.256	.267	-.229	.544	.328	.306	.438	.395	.64	.294	.618	-.016	.527	.453
12647	.972	.969	.88	.443	1.22	.698	.913	.398	.747	1.232	.627	.5	.735	.634	.961	.858	2.042	1.245	.254
12648	.848	.456	.277	.122	.453	.376	.195	.618	.888	.033	.238	-.02	.709	.92	.304	.401	.336	.144	.164
12649		0	.479	.04	0	0	1.827	1.071	0	0	-2.734	0	0		0	0	0	0	0
12650	3.461	1.211	-1.195	-.921	-.817	-1.392	-1.056	1.603	-1.044	-1.236	-1.286	-.484	1.167	.608	-1.687	1.064	.243	-.998	-.184
12651	1.588	1.514	2.522	2.315	.809	1.381	.574	2.551	.575	.646	1.785	2.053	2.558	.295	1.444	1.031	.349	1.654	-.889
12652	1.686	0	0	0	0	0	.49		0	0	0	0	0		0	0	0	0	0
12653	.081	.124	.058	.46	-.81	.35	.637	-.528	-1.712	.491	.122	-.057	.232	-.433	-.201	-.065	.821	.426	1.539
12654	.297	.186	.036	.147	.255	-.123	.337	.296	1.419	.154	.203	-.246	.573	.391	.226	.747	.294	-.06	.376
12655	.055	-.254	-.001	.168	.333	.14	.271	-.184	-.128	.216	-.272	.14	.065	1.095	.084	-.305	.126	-.166	.033
12656		0	0	0	-1.322	0	0	.046	0	.846	0	0	-.374	-.258	0	0	0	0	-.794
12657	-.955	-.383	.114	.231	-.036	.173	.119	-.06	-1.72	.35	.356	.04	-.539	-1.276	-.207	-1.175	.193	-.039	-.032
12658	.709	.242	.257	.862	.247	.123	.141	.279	1.239		.55	-.226	.125	.202	-.074	.364	.549	.189	.347
12659	.752	0	.479	-.873	0	0	0	1.227	0	0	0	-1.576	0	.49	0	0	0	0	0
12660	1.126	-.376	.201	.241	.329	.218	.493	-1.086	-.082	.374	3.435	-.003	-.344	-.319	.026	-.675	1.713	.225	.205
12661	.565	-.134	.192	.467	.408	-.175	.248	.46	.385	.302	.254	.175	.262	.368	.145	.432	.289	-.091	.224
12662	.255	1.729	.353	3.767	.325	.641	.823	1.843	.623	1.151	3.445	.002	.598	-.135	.732	1.237	1.987	2.737	.3
12663	.221	.111	-.01	.099	.367	-.115	.127	.378	-.146	1.374	.369	-.012	.31	.359	.292	.015	.457	.141	.652
12664	-1.17	-.912	.575	.129	-1.437	-.007	-.802	.22	-1.231	-.995	-.448	-1.212	-.131	-.739	-.887	-.856	-.849	-1.057	.586
12665	1.762	3.187	.307	.404	2.569	2.269	1.572	-.262	3.981	1.635	.808	.796	.056	.416	1.802	1.881	3.391	1.422	.387
12666	-.592	-1.118	.771	-.54	-.211	.975	.863	.34	.127	-.532	-1.055	.271	2.545	.411	-.271	-.545	-1.301	-.8	-.52
12667	.4	1.451	.231	.431	.432	.732	.256	.422	.371	-.091	.446	.308	.45	.626	.45	.552	.164	.312	
12668	-.153	.523	-.291	.012	.296	.095	.443	.239	.787	-.729	-.093	.079	-.399	.429	.273	.335	-.194	-.06	.177
12669	-1.212	.138	.388	.727	.493	1.015	-.786	-1.215	-.448	-.315	.129	.812	.137	1.284	.151	-.375	.74	-.631	-1.567
12670		0	1.589	0	-1.322	-.214	.882	.415	0	0	.569	0	0	1.224	1.421	0	0	.676	0
12671	-.041	1.163	.324	.001	.226	.299	-.185	.302	-.187	-.231	-.715	-.167		-1.493	.653		.421	-.561	-.466
12672	.667	.176	.703	.427	1.119	.399	.54	.685	1.512	.702	.796	.202	.509	.681	.284	.735	1.252	.692	.478
12673	-.82	-.52	-.368	-.201	-.206	-1.035	-.518	.231	-.041	-1.189	-.163	-.189	-.676	-.164	-.052	-.41	-1.142	-1.507	-.2
12674	.623	.215	1.686	.855	.631	2.109	.362	3.1	.541	.297	3.045	-.383	.144	.219	.798	.576	.306	.359	.304
12675	.208	-.047	-.497	-.231	.11	-.834	-.414	-.539	-.067	-.928	-.55	.037	-.335	.978	.561	.016	-.679	-1.2	.285
12676	.099	.298	-.308	-.283	.389	.131	-.362	-.256	-.909	-.099	-.415		-.461	-.639	-.329		.551	.27	-.074
12677	.139	.195	.099	.251	.485	.224	.049	.299	.927	.383	.208	.17	.146	.197	.334	.371	.316	.322	
12678	.251	.473	.22	.155	.496	.01	.337	.736	.781	.071	.199	.238	-.053	1.047	.348	.633	-.079	.2	.27
12679	.551	.093	1.004	.389	-.259	.924	-.467	.141	-.76	-.177	.344	-.101	.493	.591	1.327		-.101		-.245
12680	1.279	0	0	0	0	0	.905		0	0	0	0	0		1.797	0	0	0	0
12681		1.382	.479	0	0	0	1.184		0	.584	.947	0	0	1.224	0	0	0	0	.96
12682	.031	.577	.243	.136	.075	.435	-.113	.273	-.092	.094	.18	.04	-.013	-.015	.133	.22	.549	.028	.294
12683	-.248	1.755	1.139	.712	1.506	2.131	.504	.066	.519	1.783	1.426	.523	.105	.154	1.939	1.144	.754	.997	.073
12684	-.705	.022	.08	.002	0	-.771	-.089	-.149	-.261	-.151	-.435	.048	-.115	-1.884	.167	.127	-.178	-.069	.195
12685	.4	-.144	.406	.57	-.18	.318	.293	-2.475	.45	.957	.021	-.673	-.802	-.099	1.282	-.364	2.599	-.123	-.089
12686	-.771	-.064	-.679	-.704	.304	-.437	-.054	.753	.96	-.265	-.552	-.081	-.031	-.835	.049	.262	-.046	-.725	-.162
12687	.895	.505	-.095	.081	.424	.495	.792	1.064	1.747	.852	.226	.077	1.208	.427	.346	1.031	.714		-.157
12688	-.789	.918	1.992	-.074	.43	.396	-.287	.841	-.444	.197	-.176	.151	-.029	-.358	.531	.545	.884		.384
12689	-.593	-.786	-.93	-.763	-.865	-.514	.263	-.216	-.676	-.04	-1.061	.287	.028	-.343	-.647	-.332	-.156	-.505	-.547
12690		0	-.411	0	0	0	-1.696	.2	0	0	0	0	0		0	-.875	0	-3.481	.48
12691		0	.479	-1.368	0	-.214	.905	.458	-.171	0	-1.519	0	0	-.768	.934	0	0	0	0
12692		0	-.663	.823	-.152	-1.415	.905	.923	-.171	-1.852	0	0	-.374	-.258	1.215	0	0	0	-4.073
12693	.466	-.106	.376	-.149	.203	-.208	-.161	-.295	.214	.356	-.181	.13	1.043	-.428	-.065	.944	.234	-.467	-.096
12694	-.96	-.421	.285	-.307	-2.424	-.035	-.909	-.423	-.082	-.502	-2.004	.053	.715	-2.557	-.155	-.623	-.173	-5.103	.841
12695	.625	.153	-.032	.058	.18	.26	.01	-.083	1.405	.458	-.024	-.062	.307	.302	.049	.254	.469	-.053	-.108
12696	-.403	.487	-.106	-.045	.354	.076	-.951	.148	-.627	.01	.032	.598	-.912	-.716	.26	-.969	-.795	-.308	-.665
12697	.368	-.716	-.854	.367	-.592	-.023	.563	.645	-1.47	.565	.034	.417	-.214	-.416	.361	-.7	.038	-.046	-.23
12698	.4	-3.302	.201	-.184	-.736	.718	.394	.853	.376	.774	-1.159	.47	.303	.154	.924	-.643	.297	-.443	-.282
12699	.714	-.293	-1.552	-.262	-1.255	-.771	-.053	.063	-.235	.373	-.751	-.083	.566	1.557	-.446	-1.031	-.268	-.032	-.486
12700	.313	.309	-.105	.039	1.163	-.102	1.694	-.175	1.015	.696	-.106	-.083	.343	.237	-.364	.103	.278	-.047	-.119
12701		.216	0	-2.46	0	-1.415	.575	.583	0	0	.436	.953	0		0	-.875	1.41	0	1.206
12702	-.035	-1.044	-.502	-.286	-.7	-.123	.153	-.012	.628	-.566	-.685	-.003	-1.146	-.488	-.459	.413	.183	-.383	-.293
12703	-.232	-.219	-.48	-.253	-.094	-.117	.392	-1.001	.083	.123	-.321	-.015	.45	-.243	.11		.142	-.298	-.053
12704		0	0	-1.556	0	-.936	-2.343	.889	0	0	-1.053	.953	0		0	0	0	-.14	0
12705	-.906	-.308	-.711	.113	-1.355	-.707	.234	-.371	-.342	-.107	-.834	-1.014	-1.406	-.852	-.759	-.402	-.851	-.809	-.823
12706	-2.338	-1.574	-.658	-1.267	-.739	-.726	-2.3	-.642	-1.872	-1.19	-2.383	.152	-1.38	-3.1	-.739	-.111	-3.086	-1.811	-.791
12707	.822	.666	.294	.89	-.001	.244	.422	1.111	1.471	1.076	.855	-.193	1.069	.398	.39	1.791	1.13	.161	.143
12708	1.36	3.044	2.687	2.487	2.982	3.927	1.689	1.441	2.64	3.903	2.711	1.815	.568	-.487	3.036	4.021	2.706	3.294	.274
12709	2.472	2.143	.91	.603	.932	1.353	2.239	2.796	1.639	1.457	-.497	.702	2.796	.562	1.038	1.948	1.142	-.527	.064
12710		1.759	0	-2.231	0	.55	1.24		-.171	0	0	0	0	.49	0	0	.285	-.02	0
12711	.511	.456	.522	.432	.252	1.141	.358	.63	1.439	1.257	.395	.139	.637	.275	.604	.532	1.506	.517	.12
12712		0	-.632	0	-2.133	0	0		0	0	.436	0	.869		1.215	-.205	.285	-1.31	1.792
12713	-.756	-.182	.378	-.191	.104	-.107	.318	-.769	.072	.251	-.481	.174	-.553	.128	.109	-.411	1.079	-.357	.068
12714	-.361	-.361	-.207	-.662	-.057	-.254	-.912	-1.053	.038	.308	-1.195	-.392	-1.554	2.203	-.493	-.554	.054	-.688	1.066
12715	.317	.073	.285	.577	.015	.425	.369	-.048	1.352	1.07		-.26	.259	-.017	-.182	-.281	-.208	.815	-.06
12716	.561	-.557	.349	.095	.242	.129	.031	.053	.373	.284	-.22	.213	.105	.156	.126	-.861	.142	.155	
12717	2.261	-.011	.11	.699	-.476	.264	1.509	1.206	1.051	.496	-.726	-.151	.192	1.457	.122	.168	.369	.117	-.997
12718	-.015	.004	.235	.452	-.101	.197	.305	-.08	.485	.535	-.032	.199	.183	.04	.165	.294	.159	.054	.081
12719	-.364	-.05	.237	.371	.203	.379	.458	.726	.572	.443	.167	-.068	.435	.155	.228	.666	-.066	.055	.085
12720	.889	-.843	.431	-.521	-.693	-.081	.999	1.242	-.022	-.191	.804	-.129	.799	1.374	.293	-.773	-.179	2.567	-1.468
12721	.45	-.094	-.041	-.265	.215	-.17	-.341	.494	-.072	.711	-.179	.227	-.872	.481	.078	-.116	.401	.082	-.563
12722	-1.276	.899	0	-.093	0	-.175	-.173	-.287	0	-.679	-1.053	-.145	.869	-1.51	-1.755	0	0	-.02	1.206
12723	-1.72	-2.205	-.672	-.797	-1.731	-1.181	-.877	-1.397	-1.498	-.768	-1.61	.209	-.516	-.012	-1.455	-1.396	-1.272	-1.054	.268
12724	.79	.349	.468	.236	.208	.361	.04	.472	.944	.911	.376	.14	.378	.535	.062	.193	.28	.147	-.187
12725	-.553	.482	.197	-.257	-.342	-.024	-.145	-.581	-.834	-.275	-.385	-.092	-.345	-.274	.209	-.311	.658	-.372	-.457
12726	-.052	-.071	-.066	-.04	.053	.073	-.07	-.018	.926	.344	-.012	-.105	-.244	.218	-.163	.243	.294	.029	.251
12727	-1.283	-.425	.541	1.745	.519	-.979	.98	-1.61	.487	.304	1.125	-.183	-1.069	-.64	.199	2.191	-.212	-.753	-.11
12728	.259	.141	.128	.291	.341	.429	.17	.048	.371	.316	.405	-.033	.44	.147	.273	.342	.33	.258	-.122
12729	.8	.225	.702	.651	.117	1.202	.517	1.415	.888	.73	.527	.073	.49	.262	.766	.827	1.261	.534	-.067
12730	-.286	-.26	.746	.127	-1.161	.24	-.617	.145	-.537	.161	-.007	.503	-.595	-.855	.119	-.105	1.058	.003	-.387
12731	.336	.158	.132	.043	.015	-.075	.112	.229	.291	.604	.073	.032	.372	.117	.169	.155	.36	.036	-.129
12732	.083	-.071	.269	.309	.126	.213	.193	.117	.111	.524	.097	.118	.44	.114	.052	.237	.141	.253	-.112
12733	-2.466	-1.262	.935	.985	-2.581	1.667	-2.874	1.349	-1.433	2.13	3.812	3.486	1.425	-.655	2.107	.166	-1.08	-.058	-1.038
12734	.073	-.113	.336	-.024	.001	.172	-.009	-.144	1.079	.558	.089	-.001	.251	-.343	-.042	-.25	.312	.061	.548
12735		.899	0	0	0	0	-.575	.923	0	0	0	0	0		0	0	1.41	.676	.635
12736	.182	-.333	-.943	-2.482	-1.891	-.629	-.981	1.244	-.087	-1.296	-1.894	-1.255	1.75	-.798	-1.175	-.796	-.125	-2.013	-1.3
12737	.693	.943	.289	.363	.226	.579	.204	.866	1.061	.64	.125	.109	.382	.288	.194	.793	.716	.369	.384
12738	1.491	-.154	.285	-.321	.021	.276	.371	1.087	-.408	.812	-.891	.431	1.533	1.977	.384	.797	1.446	-.74	-1.041
12739	-.433	-.125	.544	-.185	.069	-.278	-.474	-1.092	.563	.166	-.148	.074	-.543	-.247	.483	-.416	-.052	-.501	-.124
12740	-1.642	-1.348	-.508	-.224	-1.209	-.995	-1.738	-1.472	-2.275		-.871	-.152	-1.041	-1.247	-1.101	-1.867	-1.042	-.266	-.361
12741	.202	.022	-.202	-.848	.332	-.119	-.339	-.709	.423	.325		-.444	-.448	.005	-.278	.664	-.105	.237	-.866
12742	-.266	.121	.095	-.059	.149	-.222	-.44	-.161	-.06	.088	-.553	.262	-.795	.13	.097	1.022	-.151	-.901	-.159
12743		0	0	-3.692	0	.29	0	.458	0	.397	.947	0	0		0	-1.729	.285	0	1.075
12744	.111	.173	.322	.288	-.164	.276	.015	.083	1.057	.21	.361	-.155	.31	.422	-.17	.207	.059	.043	.204
12745	.004	.899	0	-2.978	.726	0	0	.125	0	0	0	0	0	-.258	0	.941	0	0	0
12746	-.551	.143	-.486	.377	-.274	-.015	-.504	.705	-.788	-.618	-.426	.044	-1.392	-.042	-.197	-.082	.335	-.607	.243
12747	.556	.058	.428	.387	.102	.003	.308	.31	2.045	.355	.264	-.083	.839	-.02	.252	.572	.344	.536	.091
12748	-1.249	.115	-.254	-.81	.058	.329	.105	-2.041	1.36	-.07	-.715	-.307		-.309	.036	.137	.684	-.607	-.025
12749	-.784	-.148	-.577	-.717	-1.166	.241	-.889	-.674	-.849	-.181	-1.239	.187		-.026	-.103	.874	.415	.112	.359
12750	.355	.321	.3	.284	-.075	.575	-.162	.336	1.616	.033	.296	.08	.656	.157	.171	.817	.323	.414	-.219
12751	2.262	-.308	1.755	.371	-.396	1.666	1.651	1.15	-.875	1.271	.592	1.084	.491	1.542	.99	.958	.686	.006	1.089
12752	-.422	0	0	0	0	0	0		0	-.682	0	-.145	0	-2.05	0	-2.875	0	-.02	0
12753	.338	-.02	.123	.227	.467	.301	.079	.329	.703	.375	.521	.096	.137	.12	-.196	-.283	.379	.447	.185
12754	-2.944	-2.557	-3.049	-1.731	-1.041	-.401	-2.493	-1.805	-3.257	-2.032	-2.21	-1.39	-2.411	-3.705	-2.544	-1.697	2.139	-1.814	-2.819
12755	.3	-.215	.409	-.184	.268	.048	.176	.156	.799	.232	-.151	.167	-.016	.177	.034	-.115	.321	.613	-.096
12756		0	0	-1.739	.219	-1.415	0	1.72	0	0	1.589	0	-.374	.469	0	-.205	0	0	0
12757	-2.946	-3.212	-1.357	-2.619	-2.387	-3.543	-3.552	-3.708	-.941	-2.596	-3.66	-1.086	-3.675	-3.094	-3.422	-4.036	-3.269	-2.24	-2.339
12758	.271	.277	.21	.007	.197	.235	1	.288	.915	.093	.185	.055	.214	.17	-.03	.377	.456	.496	.348
12759	.551	.095	.152	.023	.303	.111	.013	.519	1.548	.086	.272	-.318	.238	.237	.104	.738	-.021	.149	-.069
12760	.907	.196	.165	.188	.199	.044	-.013	.693	1.924	.667	.385	-.075	.273	.977	.335	.264	.316	.09	.04
12761	-.837	-.39	.255	-.004	.19	-.516	-1.006	-.373	-.922	-.401	-.395	.151	-.585	-.476	.002	-.903	-.433	-.172	.004
12762	.752	0	0	0	0	-.175	0		0	0	.873	0	.354		.245	0	0	0	1.792
12763	.105	1.443	.409	3.062	-.137	1.248	1.145	1.776	.991	1.34	2.823	-.344	.44	-.366	1.056	2.155	2.23	1.532	.326
12764	-.656	-.793	-.72	-.079	.433	-.228	.082	-.936	.305	-.796	-.743	.074	-.126	-.158	.167	.373	-.406	-.498	-.093
12765	-2.108	1.203	.31	-.131	.538	-.378	1.681	-1.928	.486	.125	-.252	.119	.976	-1.556	-.088	-.061	.908	-.774	-.713
12766	.783	-.353	-.078	-.269	-.226	-.222	.001	.094	-.266	-.617	-.054	-.106	-.666	.235	-.212	-.274	-.035	-.272	-.13
12767	.092	0	0	-.523	0	0	1.827	4.885	0	.584	0	-.145	0	-.258	0	0	1.41	0	0
12768	-3.459	-5.484	-1.75	-2.884	-5.144	-1.421	-2.264	-3.342	-4.541	-2.711	-2.727	-1.333	-2.163	-.561	-4.628	-4.596	-3.183	-.904	-1.205
12769	.417	.249	.343	.201	.358	.364	.219	.219	.151	.519	.295	.182	.019	.322	.022	-.294	.411	.339	-.191
12770	-1.413	-1.364	-.694	-.761	.197	-1.35	-.539	-1.007	.044	-.878	-.851	-1.171	.194	-.337	-.87	-.108	-.736	-.892	.196
12771	.717	.443	.21	.192	.182	.394	.205	.672	1.057	.465	.144	.315	.596	.635	.155	.369	.813	.175	.187
12772	-1.084	-1.774	-.316	-1.049	-.417	-.823	-1.21	-1.574	.133	-1.161	-.619	-.132	-1.337	-.449	-1.685	-1.424	-1.315	.191	-.259
12773	1.194	1.43	.022	.053	.16	-.016	.215	.279	1.096	.103	-.217	-.151	.31	.163	-.058	.242	-.204	.02	-.027
12774	-1.055	-.237	-.597	-.091	-.828	-.736	-.611	-.272	-.799	-.95	-.914	-.063	-.649	-.493	-.906	-.117	-.799	-1.249	-.205
12775	1.02	-.326	.124	-.054	.153	.071	.047	.347	.32	.13	.141	-.033	.449	.279	.084	.464	.085	.212	.006
12776	.957	.526	.165	.062	.285	.471	.225	.927	1.835	.091	.008	-.215	.84	.704	.287	.552	.833	.153	.148
12777	1.026	.229	.403	.173	.386	.448	.668	.813	1.006	.402	.237	.311	.632	.516	.424	1.631	.736	.281	.036
12778	-1.42	-1.065	-.767	-.792	-1.336	-.045	.038	-.697	-1.052	-.157	-.712	-.844	-.872	-.853	-.962	-.761	-.185	-.236	-.045
12779	.607	-.018	.434	.334	.596	.16	.507	.205	1.025	.331	.352	.209	.318	.608	.195	-.076	.376	.371	.16
12780	.365	.237	.149	.475	.062	.172	.479	.547	.771	.112	.478	-.192	.855	.289	.216	.373	.522	.408	.309
12781	-2.057	-2.885	-1.261	-.773	-2.082	-.429	.203	-1.21	-1.639	-.133	-.369	-.838	-1.872	.028	-1.183	-1.731	-.773	-.117	-.204
