
!Sample_title	"030064-BC-Brain-Met"	"BC00014-Repeat1"	"BC00057-post-chemo"	"BC00064-RECUR"	"PB362"	"UB67-Repeat1"	"BC00085"	"020577-BC-Brain-Met(=73)"	"Normal-Breast-8"	"BC00078T"	"BC00082T"	"PB432-repeat1"	"030311-BC-Brain-Met"	"982085-BC-Brain-Met"	"BC00030-MET-post chemo"	"BC00048"	"BC00083"	"BC00094T"	"BR94-187"
"ID_REF"	"GSM34435"	"GSM34436"	"GSM34444"	"GSM34469"	"GSM34501"	"GSM34503"	"GSM34509"	"GSM34520"	"GSM34524"	"GSM34551"	"GSM34552"	"GSM52882"	"GSM80214"	"GSM80215"	"GSM80225"	"GSM80228"	"GSM80234"	"GSM80236"	"GSM80239"
12388		0	-.632	.261	0	1.064	.905	-2.036	1.285	-.682	1.939	0	0		0	0	-.846	0	0
12389	.017	0	0	1.316	0	.55	-1.088	1.46	0	0	0	0	-.365		0	-2.011	0	0	0
12390		.899	.479	-4.043	0	0	0	.2	0	0	-1.519	-.145	-.374		0	1.608	0	0	1.792
12391	1.686	0	1.589	-1.199	0	1.064	.575	-.443	-.171	0	0	-.145	0	.49	0	0	-.846	0	0
12392	.333	.023	.334	.133	.255	.409	-.027	-.133	.11	.234	.214	.175	.258	.188	.065	.106	.258	.367	-.164
12393	.483	-.498	-.08	.721	-.634	.206	-.978	.424	.355	-.318	-.415	-.293	-.779	.866	-.409	1.411	-2.13	-.528	-1.333
12394	-.24	-.739	-1.284	-.52	-.645	-.657	-1.268	-.827	-1.243	-.279	-1.299	-.191	-1.055	.682	-.696	-.726	-.16	-.551	-.357
12395		0	0	0	-.059	0	0	-.511	0	-.237	0	-.145	-1.617		0	-1.729	0	0	.675
12396	-.143	-1.217	.397	.61	-.564	.763	.299	.484	-1.534	.483	.273	-.75	-.106	-1.51	1.047	1.496	-1.452	-.49	-1.031
12397	-1.41	-2.805	-.133	-.575	-1.341	-.364	-.63	-1.226	-2.181	-.859	-1.037	-.018	-.908	-.247	-1.705	-1.609	-.944	-.333	-.045
12398	-2.135	-1.7	-1.052	-.489	-1.954	.246	-.821	-2.257	-2.712	-1.153	-1.489	-.564	-2.053	-1.06	-1.015	-1.266	-.356	-.997	-1.318
12399	-.155	-.865	-.036	-.625	.464	-.592	-.295	-.337	-.658	.06	-.537	-.123	-.847	.188	-.721	-.663	-.176	-.363	-.416
12400	1.991	2.27	-.616	-2.175	1.869	-2.245	-1.145	2.613	.657	-2.173	-2.937	2.016	4.689	2.877	-1.963	-1.812	-.887	-2.647	
12401	.717	.04	.061	-.009	.765	.327	.111	.49	1.292	.386	.226	.047	.179	.279	-.13	.023	.43	.19	
12402	2.224	2.847	1.366	.93	1.908	1.858	1.484	1.316	2.435	1.494	.932	.874	1.751	1.043	1.551	1.599	1.384	1.041	.901
12403	.377	-.011	.28	2.223	.004	-.075	-.045	.134	.395	-.178	-.254	-.058	-.8	.274	-.035	.384	.065	-.402	-.049
12404	1.279	0	.479	2.414	1.147	.55	.905	-.443	1.285	.99	.89	0	0		0	0	0	0	-.384
12405	-.116	-.078	.044	.426	.278	.125	-.516	-1.347	-.264	-.406	-.215	.146	-.289	-.316	-.103	.087	.043	-.005	-.343
12406	-.703	-.064	-.211	-.566	-.355	-.759	-.233	.348	-.852	-1.181	-.881	-.554	-.58	-.572	-.119	-.617	-.57	-1.002	-.4
12407	.905	.448	.45	.283	.278	.143	.031	.265	.487	.564	.409	.003	.161	.451	-.045	-.151	.08	.306	.132
12408	.133	-.989	.285	-.249	.527	-.719	-.609	-.801	.817	-1.092	-.337	-.167	-1.259	-.348	-.989	-.379	-.267	-.741	-.459
12409	1.552	.483	1.416	2.531	.256	1.827	.847	2.579	.726	.144	1.582	.501	1.813	.758	.749	.148	.462	1.837	.2
12410	.047	-.357	.042	-.279	-.255	-.31	-.392	-.914	-.77	-.12	.3	-.169	-.908	.349	.009	-.623	.631	.097	-.411
12411		1.382	0	1.666	0	-2.175	0	-.074	0	0	0	0	-1.131		-.389	0	-.846	0	-.384
12412	.683	.028	.179	.83	.488	.377	.295	.628	.486	.309	.147	.148	.204	.627	-.092	.395	1.069	.118	.161
12413		0	-.632	0	0	0	0		0	-1.948	1.343	-.145	1.267		0	0	0	-2.02	0
12414	-1.276	0	0	0	1.534	1.064	.575			0	-1.825	0	0		0	0	0	0	-1.325
12415	.937	0	.236	.276	0	.941	0			-3.807	0	0	-.374		0	-.875	0	-1.21	0
12416	.004	0	1.589	0	0	0	0	-1.077		.584	0	-.145	-1.617		0	0	0	.676	-.528
12417	-.437	.01	-.955	-.301	-.444	-.857	-.681	-.208	-.947	-.933	-.056	.395	-.262	.29	-.505	-.909	-.059	.649	.252
12418	-.167	-.11	-.226	1.169	.006	-.528	-.331	.338	-.082	-.684	-.207	.315	-.361	.124	-.34	.113	-.198	-.683	.04
12419	-1.854	-1.974	-.651	-.471	-.64	-1.412	-1.878	.067	-2.975	-1.848	-1.176	.363	-1.19	-.253	-1.36	-2.549	-1.193	-1.93	-.564
12420	-.249	-.87	-1.001	-.373	-.128	-1.419	-.542	-.068	-.838	-.899	-.632	-.391	.249	-.539	-.886	-.265	-.661	-1.305	.002
12421	.291	-.142	.281	.071	-.137	.14	.209	.263	.026	.267	.486	.041	.004	.062	.142	.141	.446	.212	.235
12422	-.501	-2.478	.207	-.465	.218	-1.683	-.569	-.544	.091	-1.884	-.518	.647	-1.146	-.669	-.479	.471	-1.183	-1.702	-.148
12423		0	0	1.802	0	0	0	1.227	0	.059	0	.953	-1.617	-.768	0	0	.285	0	2.591
12424	.347	.264	.169	.043	-.425	.034	.401	.24	1.143	.307	.276	-.789	1.513	.394	.229	1.714	1.181	.507	.721
12425	.139	.203	.565	.102	-.402	-.013	.007	-.428	.203	.103	.146	.23	.15	.498	.041	.232	-.092	.232	.178
12426	-.677	-.077	.135	-.212	-.245	-.708	.578	-.754	-1.68	.308	-.828	.339	.138	.308	.083	-.722	-.623	.205	-1.083
12427	1.823	.22	-.541	-.296	-1.982	-.489	.155	-.458	-.43	-.469	.114	-.478	.691	2.568	-.219	-1.393	-.637	-.687	-.878
12428	2.902	3.294	1.257	.953	2.491	2.984	2.54	1.031	2.214	2.398	1.291	1.497	.604	-.549	2.316	2.557	2.085	1.129	.147
12429	2.512	1.456	-.019	-3.282	.342	-5.026	-.921	2.333	-.598	-3.252	-3.729	2.54	3.125	.996	1.768	-1.561	-4.755	-4.491	.407
12430		0	0	1.666	0	0	0	-.725	0	1.6	-.334	.685	.354		.934	0	0	-1.21	-.808
12431	.71	.173	-.366	.053	-1.539	-.592	.011	-.475	-.082	-.055	-.141	.321	-.263	.141	.043	.218	.038	-.07	-.064
12432	.693	.438	.51	.404	.027	.614	.878	.572	1.651	.266	.325	-.074	1.117	.305	.21	1.08	.759	.302	.33
12433	.902	.409	.294	.489	.365	.613	.492	.941	1.682	.337	.542	.083	1.029	.74	.325	.71	.418	.344	.349
12434		0	-.411	.537	0	0	0	-.357	0	.99	-.334	2.398	0		0	0	0	1.037	.675
12435	-.129	.062	-.435	.055	.454	-.221	.345	-.287	-.286	-.361	-.758	.302	.447	.255	-.187	-.093	.389		-.059
12436	.373	.419	.334	.49	.631	1.2	-.012	.768	-.097	.438	.51	.599	.837	-.37	.023	-.804	.41	.114	.11
12437	.242	-.345	-.552	-.252	-.788	.184	-.148	-.038	-.181	.032	.039	-.562	-.775	.908	.136	.481	-.741	-.081	-.656
12438		-4.897	0	-1.865	0	0	0	.23	0	0	0	.953	1.267		0	0	0	0	.339
12439	.468	.568	.195	.126	.06	.214	.211	1.259	.172	-.05	.247	.1	.204	.706	.579	.04	.173	.295	.086
12440	1.07	-.697	-.577	.48	-1.589	-.278	-.168	-.829	-.995	-.014	-.72	.283	-.28	-.231	-.814	-.213	-.408	-.553	.398
12441	1.826	1.24	.572	-.376	.471	-1.052	-.905	.953	2.09	-.301	.022	.123	.098	-.028	.394		1.362	-.099	-.841
12442	.438	.114	-.119	.198	.06	.242	.183	.117	.766	.199	-.007	.095	.458	-.099	-.196	.62	.089	.056	.303
12443	.092	-.272	-.021	.068	.386	-.588	.073	-.192	.507	-.156	-.259	.109	-.314	-.013	-.057	-.48	-.407	-.372	-.062
12444	-.54	2.033	3.442	1.805	1.765	1.992	.25	-1.341	-1.153	1.672	2.332	2.507	-.789	-4.1	2.957	.523	.04	.765	-2.929
12445	-1.69	-.286	.066	-.513	-.546	-.136	-.756	-1.617	-2.654	-1.079	-1.121	.268	-1.177	-1.449	-.11	-1.006	.103	-1.111	.436
12446	-.127	.291	.15	.304	.137	-.507	-.226	-.35	.013	-.166	-.18	.331	-.489	-.177	-.179	-.729	.123	-.538	.117
12447	1.315	.307	.58	-.458	.19	-.787	-.447	.037	-.318	-1.01	.013	-.106	.229	-.167	.226	.796	-.807	-1.103	
12448	-.398	-.031	.973	.657	.045	1.269	.564	-.031	.238	1.452	1.426	-.088	-.027	-.905	-.23	.912	2.072	.381	-.113
12449	.378	.78	-.494	-.415	.339	-.299	-.98	-.842	.601	-.208	-.677	.428	.068	.177	-.117	.339	.334	-.653	-.568
12450		0	-.632	-.707	-.7	-1.415	-2.343	-2.081	0	-.682	0	-1.158	0		.103	1.78	0	0	-2.794
12451		0	0	.329	2.889	.55	0	-.937	0	0	.436	-.864	.488		0	0	0	0	.896
12452	-.627	.296	.299	.444	.154	.335	.412	.074	.456	.276	.565	.47	.014	.587	.366	.468	.201	.407	.215
12453	-.61	-.727	.374	-.365	-1.291	-.215	-1.443	1.457	-1.844	-.984	-.551	-.252	-.739	-.155	-.367	-1.117	-1.406	-1.159	-.828
12454	.543	1.954	.131	.249	.833	.1	.156	-.11	1.038	.049	-.19	.295	-.832	.255	.292	-.046	.232	.052	.127
12455	-1.895	-2.315	-.947	-.276	-1.719	-1.225	-1.012	-2.417	-3.164	-1.079	-.8	-.504	-1.224	-.814	-2.707	-2.838	-1.664	-.961	-1.179
12456	1.158	1.78	1.226	1.074	1.168	1.89	.776	2.473	.452	.877	1.549	1.102	1.94	.302	1.725	1.64	.481	.959	.153
12457	-.476	1.043	.064	.048	.336	-.918	-.753	-.486	.604	-.26	-.07	-.581	1.417	-.217	-.393		.402	-.423	.559
12458	-.318	.22	1.549	.572	-.086	.554	.472	1.631	-1.265	-.168	1.621	.559	-.397	.539	1.189	.931	-.724	1.309	.396
12459	-.733	.601	.208	.018	.765	.268	-1.081	-.351	-.328	-.28	.359	.348	-.095	-.592	.119	-.383	.681	-.501	.395
12460	2.731	1.302	-.314	2.35	2.06	.404	1.138	4.589	2.917	2.21	1.731	.588	3.788	-.481	1.937	1.146	-1.965	2.48	-.752
12461		.216	1.589	-.043	2.545	-2.175	0	.583	0	0	0	0	0	-.258	0	-.205	0	0	0
12462	.51	.052	-.212	.024	.138	-.729	.199	1.063	-.845	-.964	.172	1.124	.004	.828	.287	-.597	-.32	-.48	-.292
12463	.111	-.762	.662	-.152	-.139	1.502	.907	.911	-.507	.487	-1.96	1.339	1.527	1.26	-.179	-1.685	-1.021	.475	.844
12464	1.962	1.217	.512	-.651	1.073	.337	.596	.94	1.667	2.085	.586	-.253	1.391	1.142	.913	2.102	1.358	.723	-.015
12465		0	-.411	.288	-1.657	0	0	-.099	0	0	0	0	0		0	0	0	-.02	.48
12466	-1.235	-2.608	-.875	.263	-2.512	-.883	-.064	-.205	-4.114	.128	-.13	-.584	-1.192	-1.839	-.144	-.488	-3.521	-.406	-.978
12467		-.957	0	-.394	1.037	0	0	-.151	0	0	1.535	0	0		0	0	-1.715	0	.48
12468	-.207	.199	-.006	-.212	.35	-.269	-.153	.285	-1.66	-.46	-.245	.069	-.309	-.145	.297	-.07	-.358	-.311	.112
12469	-2.172	-.824	.038	.262	-.925	.198	.516	-1.459	-1.871	-.498	-.034	-.509	-.189	-.81	-.133	-.734	-1.714	.038	.11
12470	.758	.528	.966	1.505	.963	.236	1.192	1.304	.716	.037	.591	.371	.779	.254	.369	.136	-.032	-.102	.264
12471	-.875	-1.351	-.471	-1.117	-.873	-1.062	-1.14	-2.174	-.293	-1.191	-.756	-.197	-1.333	-.234	-.59	-.482	-.836	-1.361	.089
12472	.601	.791	-.404	-.042	.176	.437	-.293	1.824	1.552	.768	.337	-.244	1.263	.355	.435	-.098	.84	.143	-.239
12473	-.509	-1.187	.407	-.533	-1.658	-.977	.067	.443	-1.895	-.078	-.482	-.786	-.268	-.075	-.391	-.941	-.849		.177
12474	1.279	0	0	-.707	0	1.064	0	-.372	1.571	0	.175	-.145	.354		.934	1.195	0	-4.066	0
12475	.866	3.836	2.287	2.58	2.421	5.595	2.024	3.981	3.619	4.113	2.886	3.374	2.856	.919	2.651	4.633	3.78	3.06	1.73
12476	.664	.011	.167	-.171	.079	.106	.143	.586	.726	-.467	-.117	.068	.31	.212	.103	.825	.272	-1.451	-.202
12477	-2.041	-3.636	-1.247	-1.396	-2.173	-1.25	-1.916	-2.6	-2.54		-2.123	-1.308	-2.09	-.698	-2.207	-2.684	-1.658	-1.574	-.363
12478	.193	.442	.542	.644	.464	.654	1.109	-.203	.286	.764	.48	.342	-.272	-.46	.879	.653	.498	-2.916	-.069
12479	-3.848	-2.874	-3.918	-2.57	-3.388	-2.103	-3.755	-3.197	-3.044	-1.714	-1.467	-2.485	-2.327	-1.403	-2.936	-1.751	-1.355	-1.06	-2.583
12480	1.279	0	.236	-.844	-.853	0	-.352	.686	0	1.841	0	0	0		-.936	.64	-.846	0	.48
12481	-.704	-.34	-1.18	-.297	-.871	-.973	-.771	.606	-.612	-.462	-1.001	.26	.913	-.354	-.887	.202	-1.267	-.6	-.47
12482	-.786	-.447	-.335	-.754	-1.26	-.432	-.894	-.859	-.986	-.05	-.667	-.058	-.56	-.175	-.932	-1.003	-1.126	.211	-.544
12483	1.138	.965	.121	.064	-.193	2.582	-.088	.265	.189	.733	1.467	-.492	3.022	1.091	-.495	1.486	.234	-.061	.383
12484	1.723	-1.773	-1.102	-.719	-2.234	-1.573	-.984	-2.255	-1.764	-1.043	-.581	-.533	-.967	1.241	-.057	-1.48	-1.188	-.77	-.669
12485	.885	-1.06	-1.13	-.711	-1.465	-.762	-.863	.447	-.359	-.703	-1.443	-.022	.362	1.618	-.639	-.279	-.757	-1.285	.235
12486	-.651	-.357	-.549	-.021	.191	-.146	.33	-.234	1.198	.316	-.027	-.207	-.141	-.123	-.136	-.303	.123	-.611	-.392
12487	.903	1.491	.145	.901	.834	.576	1.473	.851	.882	.573	-.311	.206	.456	.994	.86	.061	1.076	.816	-.131
12488	1.426	.845	-.829	-.127	.313	.492	-.485	-.492	1.251	1.122	-1.036	.039	.114	.049	.252	.881	.773	-.795	-1.124
12489	.604	.388	-.325	.072	.095	.094	.516		.627	.782	-.075	.072	.527	.457	.195	.349	.439	.089	.214
12490	-.085	-.076	-.304	-.182	-.29	.253	.213	-.464	.528	.379	-.3	.261	-.014	.173	-.116	-.447	.28	-.44	.565
12491	1.08	1.897	.712	-.668	.405	4.116	.114	1.539	3.205	1.489	.393	.692	2.08	.023	2.018	-.747	.853	.795	-.687
12492	-.013	-.534	-.526	-1.02	-.445	-.556	-.621	.043	.693	.084	-.706	-.521	-.888	-.646	-.94	-.807	.332	-.981	-.231
12493	-1.494	-2.083	-1.357		-2.015	-1.421	-.955	-.14	-2.348	-.698	.118	-.381	-1.103	-1.412	-.562	-2.822	-2.007	-.817	.103
12494	.783	.695	.679	1.782	1.22	-.541	-.119	.577	-.238	.962	.059	1.418	-.919	.435	1.075	2.75	-.856	-.972	-1.665
12495	1.145	.86	3.07	4.281	2.471	6.234	1.975	4.32	1.249	3.716	3.963	2.515	2.771	3.237	3.318	5.723	5.411	3.482	3.118
12496	-.048	-.126	.114	.032	.018	.229	.15	.091	.548	.49	-.375	-.095	.448	.122	-.04	-.024	.378	-.241	-.028
12497	.532	.052	.353	.381	.608	.615	.477	2.494	1.036	.924		.186	.491	.568	.1	.174	.235	.159	-.207
12498	2.3	.642	.682	.186	.259	1.279	2.23	2.439	1.487	.99		-.091	.577	1.941	1.952	.393	.379	.064	.072
12499	.802	.023	.138	-.046	.532	-.082	.048	.603	1.527	.73	.003	-.049	.013	.595	.053	.654	.537	.125	.072
12500	2.288	3.143	1.714	2.941	2.091	4.408	2.262	2.542	2.585	3.607	2.913	1.389	3.137	.501	2.513	4.018	5.417	3.047	1.736
12501	-.225	-.157	-.366	-.703	.26	.126	.393	-.506	.248	.882	.19	.247	.023	1.307	.041	-.205	-.27	.45	-.467
12502	.03	-.28	.36	-.07	.078	.08	-.204	-.042	1.762	.615	-.107	-.024	-.416	-.273	.096	.056	.286	.314	.195
12503	1.006	.961	.412	.283	.721	.728	.701	1.017	2.039	.829	.254	.286	.548	.845	.568	1.218	1.103	.133	.104
12504	-.386	-.567	.229	-.358	-.12	.218	-.362	-.596	.446	-.006	-.196	.261	.502	.095	-.038	.014	-.442	.493	-.254
12505		0	.479	-.666	0	0	0	1.073	0	0	-.334	0	0		0	1.78	0	.676	0
12506	-.307	-.106	-.161	-.437	-1.098	-.216	-.496	-.322	-.245	-.083	-.49		-.753	-.685	-.642	.13	.253	-.207	-.181
12507	-.616	-.004	-.369	-.784	.477	-.656	-.949	-.508	-1.653	.435	-.892	.105	-.004	.012	-.416	-.828	.283	-.308	-.694
12508	.351	.51	.176	.328	.305	.324	-.277	.174	1.044	.316	-.07	-.096	.246	.332	.216	.007	.137	.431	.078
12509	.01	-2.23	-1.509	-1.581	-.797	-.525	.055	-1.063	-1.068	-1.947	-1.568	-1.192	-1.281	-.544	-2.454	-2.324	-.192	-2.082	-.422
12510	.495	1.129	.21	.133	.241	.812	-.411	.004	.487	-.112	-.942	.853	-.127	.097	-.137	-.571	1.548	-1.104	.441
12511	.461	.735	.308	.061	.71	.213	.508	.534	.951	.601	.608	.505	.662	1.014	.522	.956	.815	.505	.163
12512	.14	.074	.204	-.116	-.074	.036	.073	-.53	1.155	.33	-.152	-.159	.086	-.261	.167	-.063	-.001	-.134	
12513	-1.593	-1.488	.51	.014	-1.388	-1.092	-.694	-.294	-1.837	-.364	-.105	-.137	-1.348	-1.796	-1.068	-.435	-1.165	-1.091	.669
12514	-.197	.722	.637	.282	.238	.709	.815	-.075	-.661	.783	.35	1.237	-.2	-.915	.958	-.136	-.112	.591	.174
12515	-1.09	1.036	2.371	-1.067	1.468	.541	-1.324	-.363	.774	2.79	1.891	.268	-1.687	-2.968	.681	-.383	.209	-.357	-2.732
12516	.382	.158	1.603	-.982	.098	.089	-.362	1.293	.376	1.257	-.298	.923	.959	.692	1.189	.031	.101	.574	-.046
12517	.992	.823	.919	1.25	.736	-.128	2.144	-1.187	-.679	.457	-.22	-.772	-.827	-1.168	-.049	.454	.093	.27	.99
12518	-.169	.404	.37	.144	-.344	.615	.547	.193	.142	.741	-.015	.274	.453	-.299	-.129	-.194	.067	.237	-.347
12519	1.682	1.586	.68	-.015	.338	-.416	.17	.764	2.72	.884	.596	.585	.555	-.09	.762	1.138	1.381	.361	-.02
12520	1.813	1.796	3.286	1.839	2.183	1.663	1.091	.223	-.224	2.281	1.324	2.421	.332	-.576	3.104	3.748	-.176	.416	-.82
12521	-.192	.154	-.297	-1.077	.646	-.909	-1.625	-1.5	-.058	-.624	-1.393	-.52	-.544	-1.531	.173	-1.383	.284	-1.145	-1.29
12522	.024	-.131	-.079	-.558	-.284	-.502	-.491	.151	.394	-.279	-.412	.301	.181	-.011	-.374	.191	-.086	-.843	-.362
12523	-1.265	.683	1.007	-.218	.531	1.042	.387	-1.51	-.316	1.312	.428	.199	-1.45	.704	1.352	2.349	.226	-.861	-1.762
12524	-.456	.441	.247	.211	-1.423	.182	.313	-2.906	.008	.107	-.225	.115	-.009	.142	.245	.302	-.042	.064	.222
12525	.15		.322	-.063	-.115	.479	.267	.817	1.837	.268		-.432	1.466	1.019	.216	1.13	.781	-.098	.124
12526	2.582	2.264	2.261	1.13	3.047	1.172	.628	1.195	.909	2.618	.965	1.523	1.378	-.332	2.651	2.001	.339	.989	-.19
12527	-3.185	-5.058	-.726	-1.895	-3.199	-2.26	-1.965	-3.049	-2.18		-2.187	-.607	-2.233	-1.158	-2.625	-3.563	-2.23	-1.813	-2.559
12528	.54	.484	.8	.592	.622	1.807	.677	.126	.271	1.834	.263	1.002	.965	.069	.577	.697	2.495	1.248	-.747
12529	-1.635	-2.171	-.62	-2.082	-2.109	-1.825	-1.543	-3.882	-1.253	-2.01	-2.498	-1.148	-2.525	-1.767	-2.733	-2.474	-1.22	-1.973	-.189
12530	.554	-.33	.226	.206	-.245		.473		1.388	.153	.121	-.006	.593	.359	.302	.78	.608	2.797	-.083
12531	-1.812	-.103	.911	2.123	-.394	.513	1.661	-.847	-1.141	-.511	-.174	.175	-1.423	-2.232	.038	-.387	-.28	.391	-.321
12532		0	0	-.368	0	1.46	0		0	-.682	0	.953	0		-1.067	0	0	0	0
12533	1.181	1.126	.11	1.335	.199	.013	.344	.737	2.674	.26	.379	-.448	.984	-.545	.464	1.047	1.184	.119	.165
12534	-1.459	-.617	-.448	-.727	-.265	-1.391	-1.07	-.591	-.041	-1.307	-1.19	.102	-1.366	-.477	-.489	-1.202	-.437	-.881	-.332
12535	.564	-.095	.287	.003	.091	.57	.43	.642	1.048	.343	.547	-.07	.606	.249	.494	.532	.148	.425	-.088
12536	-2.878	-2.586	.076	.233	-1.303	1.979	-1.106	-2.106	-1.138	-2.066	-.061	.923	-1.226	.455	-3.211	-1.493	-.338	.882	-1.537
12537	.236	.115	.319	.099	-.022	.477	.206	.55	.767	.029	-.266	.023	.073	.042	.118	.105	.278	.067	.06
12538	.591	.299	.532	1.169	.319	2.514	.465	1.54	1.075	.558	2.026	.821	2.377	.06	.622	.399	.948	2.286	.076
12539	.815	.043	.321	.477	.26	.351	.176	.827	.586	-.282	-.168	.353	.534	1.459	.482	.897	.43	.028	.02
12540	2.008	1.192	1.332	.292	.213	.664	.95	2.457	.645	.662	.976	.136	-.157	.942	1.63	.18	.364	.44	.157
12541	.447	.06	-.02	.728	.376	.066	.021	.216	.353	.389	-.126	.017	-.004	.129	.089	.562	.42	.117	0
12542	.762	.554	.125	-.021	.417	-.014	.279	.19	.812	-.249	.567	.081	-.095	.306	.221	.808	.669	.101	-.104
12543	.954	.049	.16	-.095	.108	-.153	-.064	1.12	.788	-.01	-.292	-.043	-.1	.192	-.045	.32	.251	.02	-.264
12544	1.279	0	.521	1.802	2.114	0	.17	1.227	0	0	0	-.229	0	.49	0	.64	0	-.832	0
12545	.536	-.431	.142	-.053	-.388	.459	.077	-.144	.982	.55	.037	.241	-.087	.427	-.2	-.164	.198	.004	.622
12546	1.852	2.195	1.325	1.838	1.803	2.443	1.16	2.67	2.611	1.461	1.518	1.107	1.617	1.714	1.567	2.887	3.069	1.68	.747
12547		.216	-.934	0	0	1.064	1.425	-2.247	.932	0	0	0	0	-.701	-.579	0	0	-.02	-1.218
12548	1.351	1.884	.939	.921	1.53	1.964	1.266	1.622	1.887	1.262	1.509	.4	.298	.48	1.267	1.963	1.661	1.432	.136
12549	1.237	.452	-.215	-.13	.409	-.035	.114	.289	1.165	.063	-.325	.045	.585	.641	1.051	.149	.103	.36	.763
12550	.069	.062	-.74	-.396	-.052	-.729	.361	-.004	-.97	-.023	-.588	-.32	-.053	.068	-.475	.391	-.216	-.743	.621
12551	.219	-1.959	-.511	.215	-1.434	-.092	.344	-.995	-1.563		-1.583	.663	-.505	1.587	-.991	-1.631	-.907	-.833	-1.001
12552	-2.374	-1.251	-.365	-.682	-1.393	-.358	-.449	-.393	-2.405	-.315	-.09	.023	-2.916	-2.886	-.037	.459	-2.877	-.667	-1.866
12553	-1.398	-1.95	-1.552	-1.457	-.29	.905	-2.342	-2.259	-1.341	-1.774	-.961	.279	-1.683	-.934	-2.006	-2.563	-.999	-1.44	-.53
12554	.659	.344	.667	.48	.753	.729	.302	.408	1.259	.706	.99	.672	.839	.465	.481	.243	.741	.661	.804
12555	-.505	-1.758	-.224	-1.221	-.204	-1.829	-1.462	-1.994	-.794	-1.425	-1.249	-.169	-2.211	-1.849	-.985	-2.85	-1.456	-.851	-.231
12556	-.694	-.445	.054	-.482	-.714	.432	-.039	-1.208	-1.482	-.477	-.018	-.513	-.702	-.788	-.551	-.155	-.278	.112	.62
12557	1.762	1.669	2.445	.444	.58	2.887	.781	2.674	.898	1.406	2.703	.376	.025	.302	2.641	1.869	1.965	2.035	.188
12558	.943	.742	.184	.294	.221	.364	-.11	.79	.583	.48	.693	-.019	1.097	.926	.386	.598	.618	.166	.026
12559	.955	3.023	1.087	4.229	.395	1.539	2.09	1.956	1.649	2.166	3.512	-.01	1.894	.427	1.464	2.397	2.975	2.08	.641
12560	-.183	-.261	-.048	-.022	-.248	-.12	.098	-.055	1.478	-.387	-.306	-.429	.313	.248	-.39	.103	-.454	-.266	-.515
12561	-1.012	-1.065	-1.082	.808	-1.625	-.158	1.098	-.241	-2.281	-.596	.656	.368	-.427	-.788	-1.244	-1.349	-.519	.671	-.048
12562	-.845	.238	.472	.09	-.884	1.086	.799	.312	-2.069	-.12	.146	.283	1.373	-.604	1.321	.339	-.976	-1.864	-.367
12563	.718	.559	1.548	.54	-.081	1.348	2.179	-.276	.502	.985	1.164	-.005	-.171	.114	.702	.114	-.559	1.028	-.459
12564	-.721	.057	.236	-.15	0	0	0		0	0	0	1.594	0		0	.271	0	0	0
12565	-.466	-1.017	-.755	-.514	-1.221	-.665	-.371	.191	-.821	-.111	-.128	-.263	-.83	.791	-.264	-1.12	-.559	.097	-.233
12566	-.06	-.121	.199	.027	.62	-.125	-.319	-.143	-.023	-.225	-.281	-.097	-.115	-.27	-.381	-.759	.384	.467	-.175
12567	.355	1.207	.488	.591	1.486	.267	.638	.235	.669	-.075	-.152	1.132	1.166	.19	.68	.965	1.237	-.067	.297
12568	-1.415	-3.568	-2.288	-3.075	-2.072	-3.256	-3.257	-4.051	-3.093	-2.933	-3.387	-2.102	-4.354	-1.698	-3.87	-3.655	-3.341	-3.005	-1.827
12569	-2.886	-1.895	-1.975	-1.873	-1.756	-1.771	-2.046	-3.017	-2.457	-2.602	-2.722	-1.565	-2.691	-.221	-2.335	-3.63	-1.145	-2.185	-1.694
12570	.95	.231	.083	.052	.299	.076	.462	.399	.6	-.229	-.644	.183	-.611	.726	-.367	-.337	.111	-.015	-.053
12571		0	1.129	.263	0	-.175	0	-.099	0	0	0	.601	.889		.934	0	0	.676	1.459
12572	-.174	.161	-.35	-.249	-.091	.486	.374	-.19	-.829	.681	.598	-.408	.953	.346	-.047	-1.97	-.766	2.278	-.929
12573		0	.809	-.029	1.037	1.064	0	1.227	0	0	0	2.398	0	1.224	0	0	0	0	.776
12574	.004	0	0	1.525	0	0	0		0	0	-.214	0	0	-1.468	0	0	0	0	0
12575	-.11	.018	-.063	-.079	.092	-.295	-.478	-.428	-1.023	-.43	.094	.291	-.367	.214	-.18	-.284	.065	-.043	-.152
12576	0	.229	-.043	1.259	.195	-.076	.436	.695	1.048	-.481	-.09	.337	1.29	.39	.47	-.401	-.354	.451	.734
12577	.042	-.271	.816	.016	.193	.303	.1	-.045	.322	.178	.715	.001	.345	.189	.813	.14	-.068	.1	.386
12578	.256	.736	.072	-.125	.054	.569	-.019	.312	-.003	-.089	.19	-.134	.779	.1	.293	-.238	.574	.434	.604
12579	.975	.56	.428	.212	.675	1.263	.584	.975	.4	.135	.6	.575	2.866	.54	.767	2.018	1.68	-.508	.951
12580	.067	.304	-.037	-.12	.15	-.314	-.308	.682	-.766	-1.03	-.365	.155	.508	.128	-.25	-.105	.391		-.178
12581	-.376	-.532	-.178	-.136	.308	-.046	.37	.911	.234	-.467	.12	-.156	-.802	-.812	-.479	.525	.306	.166	-.029
